system:index,area,id,stratum,.geo
"111,83_5",86800.0,3.459413719E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_0",4.530192E8,7.878291906E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_1",1.0048E7,7.878291906E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_2",3032800.0,7.878291906E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_3",244800.0,7.878291906E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_4",1846000.0,7.878291906E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,83_5",65200.0,7.878291906E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_0",3.713288E8,7.718773665E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_1",2.42916E7,7.718773665E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_2",7178800.0,7.718773665E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_3",413200.0,7.718773665E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_4",4021600.0,7.718773665E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,83_5",26000.0,7.718773665E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_0",1.082152E8,8.13928071E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_1",2953600.0,8.13928071E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_2",1520800.0,8.13928071E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_3",214000.0,8.13928071E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_4",1817200.0,8.13928071E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"114,83_5",237200.0,8.13928071E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_0",1.3241816E9,4.754653467E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_1",9.6716E7,4.754653467E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_2",1.46608E7,4.754653467E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_3",3046000.0,4.754653467E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_4",1.41176E7,4.754653467E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"115,83_5",1274400.0,4.754653467E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_0",9.434412E8,1.732270397E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_1",6.07768E7,1.732270397E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_2",8831200.0,1.732270397E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_3",2669200.0,1.732270397E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_4",5901600.0,1.732270397E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"116,83_5",1047200.0,1.732270397E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_0",6.42468E7,7.24578995E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_1",1.67244E7,7.24578995E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_2",650000.0,7.24578995E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_3",163600.0,7.24578995E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_4",602800.0,7.24578995E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"117,83_5",2800.0,7.24578995E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"122,83_0",4.078156E8,1.318009589E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"122,83_1",3.376696E8,1.318009589E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_0",6.767496E8,7.547280693E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_1",1.1029692E9,7.547280693E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_2",703200.0,7.547280693E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_3",1058400.0,7.547280693E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_4",559600.0,7.547280693E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,83_5",744000.0,7.547280693E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_0",1.380556E8,6.303608686E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_1",1.887788E8,6.303608686E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_2",539200.0,6.303608686E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_3",1170400.0,6.303608686E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_4",332800.0,6.303608686E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,83_5",726400.0,6.303608686E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_0",3.738472E8,5.801869006E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_1",3.70496E8,5.801869006E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_2",4926400.0,5.801869006E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_3",3098400.0,5.801869006E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_4",2874000.0,5.801869006E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,84_5",1352400.0,5.801869006E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_0",1.7647812E9,1.156788234E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_1",6.804616E8,1.156788234E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_2",3405200.0,1.156788234E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_3",1467200.0,1.156788234E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_4",1888000.0,1.156788234E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,84_5",638400.0,1.156788234E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_0",2.1969396E9,3.794263841E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_1",1.525596E8,3.794263841E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_2",7201200.0,3.794263841E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_3",1229600.0,3.794263841E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_4",3848000.0,3.794263841E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,84_5",162400.0,3.794263841E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_0",1.6426056E9,6.855504727E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_1",3.359488E8,6.855504727E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_2",3.46056E7,6.855504727E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_3",4073200.0,6.855504727E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_4",1.48312E7,6.855504727E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"54,84_5",855600.0,6.855504727E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_0",1.2983392E9,3.526445073E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_1",2.275168E8,3.526445073E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_2",1.9414E7,3.526445073E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_3",3872000.0,3.526445073E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_4",6943200.0,3.526445073E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"55,84_5",564400.0,3.526445073E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_0",1.7441644E9,5.467702499E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_1",2.642268E8,5.467702499E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_2",1.06788E7,5.467702499E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_3",1960400.0,5.467702499E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_4",3389200.0,5.467702499E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"56,84_5",514000.0,5.467702499E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_0",2.0184E9,4.039737334E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_1",3.243144E8,4.039737334E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_2",4821600.0,4.039737334E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_3",2216800.0,4.039737334E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_4",1488400.0,4.039737334E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,84_5",375200.0,4.039737334E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_0",2.1311332E9,9.940284133E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_1",2.65206E8,9.940284133E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_2",5039600.0,9.940284133E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_3",2114400.0,9.940284133E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_4",1535200.0,9.940284133E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,84_5",363200.0,9.940284133E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_0",1.313782E9,7.419496611E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_1",2.417272E8,7.419496611E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_2",4466400.0,7.419496611E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_3",2084000.0,7.419496611E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_4",1595600.0,7.419496611E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,84_5",349200.0,7.419496611E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_0",3.3932E7,8.124903712E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_1",3476400.0,8.124903712E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_2",163600.0,8.124903712E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_3",40400.0,8.124903712E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_4",42800.0,8.124903712E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"84,84_5",24400.0,8.124903712E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_0",1.5347856E9,4.118670795E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_1",4.1696E8,4.118670795E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_2",8948800.0,4.118670795E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_3",1925200.0,4.118670795E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_4",3694400.0,4.118670795E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,84_5",374400.0,4.118670795E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_0",1.865246E9,6.694731308E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_1",6.063144E8,6.694731308E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_2",9216800.0,6.694731308E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_3",1266800.0,6.694731308E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_4",2959200.0,6.694731308E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,84_5",169600.0,6.694731308E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_0",1.6291524E9,6.65876875E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_1",8.242352E8,6.65876875E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_2",9050000.0,6.65876875E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_3",1719600.0,6.65876875E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_4",2572000.0,6.65876875E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,84_5",404800.0,6.65876875E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_0",1.9183228E9,1.41266391E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_1",5.62058E8,1.41266391E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_2",7887600.0,1.41266391E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_3",1298400.0,1.41266391E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_4",2664000.0,1.41266391E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"88,84_5",245200.0,1.41266391E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_0",2.0895616E9,2.901681555E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_1",3.05844E8,2.901681555E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_2",1.71924E7,2.901681555E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_3",1002000.0,2.901681555E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_4",8060400.0,2.901681555E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"89,84_5",146000.0,2.901681555E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_0",1.064168E8,3.740742664E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_1",1.19744E7,3.740742664E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_2",1122000.0,3.740742664E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_3",65600.0,3.740742664E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_4",619200.0,3.740742664E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"90,84_5",13600.0,3.740742664E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"100,84_0",1320000.0,5.27488571E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"100,84_1",22000.0,5.27488571E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"100,84_2",1200.0,5.27488571E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_0",1.1563008E9,3.798453014E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_1",3.96408E7,3.798453014E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_2",3685600.0,3.798453014E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_3",527200.0,3.798453014E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_4",2277200.0,3.798453014E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"101,84_5",162800.0,3.798453014E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_0",1.9662436E9,9.099417045E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_1",8.46716E7,9.099417045E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_2",6742800.0,9.099417045E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_3",1062800.0,9.099417045E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_4",2879200.0,9.099417045E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"102,84_5",208800.0,9.099417045E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_0",2.1980988E9,2.055181029E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_1",6.25772E7,2.055181029E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_2",3499200.0,2.055181029E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_3",453600.0,2.055181029E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_4",1281600.0,2.055181029E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"103,84_5",76800.0,2.055181029E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_0",1.699084E8,5.588825998E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_1",2058400.0,5.588825998E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_2",123200.0,5.588825998E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_3",14800.0,5.588825998E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_4",25600.0,5.588825998E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"104,84_5",1200.0,5.588825998E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"105,84_0",1086000.0,7.761485704E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_0",2.105344E8,5.173670944E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_1",1.018E7,5.173670944E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_2",1299200.0,5.173670944E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_3",180000.0,5.173670944E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_4",246800.0,5.173670944E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"106,84_5",16000.0,5.173670944E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_0",7.82464E7,7.380052382E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_1",1291600.0,7.380052382E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_2",160800.0,7.380052382E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_3",6000.0,7.380052382E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_4",88400.0,7.380052382E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"107,84_5",5600.0,7.380052382E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_0",1.7653E8,8.87078843E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_1",1.28732E7,8.87078843E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_2",3062000.0,8.87078843E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_3",172000.0,8.87078843E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_4",1218000.0,8.87078843E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"108,84_5",12400.0,8.87078843E8,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"109,84_0",7.56204E7,7.585395922E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"109,84_1",300000.0,7.585395922E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"109,84_2",102000.0,7.585395922E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"109,84_3",7600.0,7.585395922E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"109,84_4",12800.0,7.585395922E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"110,84_0",7.35288E7,1.574165676E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"110,84_1",990800.0,1.574165676E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"110,84_2",153200.0,1.574165676E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"110,84_3",16400.0,1.574165676E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"110,84_4",30800.0,1.574165676E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"111,84_0",5.42768E7,8.5566822E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"111,84_1",434800.0,8.5566822E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"111,84_2",46800.0,8.5566822E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"111,84_3",4800.0,8.5566822E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"111,84_4",38000.0,8.5566822E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_0",6.595456E8,2.182796E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_1",1.35636E7,2.182796E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_2",970800.0,2.182796E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_3",90400.0,2.182796E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_4",175200.0,2.182796E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"112,84_5",6000.0,2.182796E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_0",5.190668E8,8.9166325E7,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_1",1.13416E7,8.9166325E7,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_2",2885600.0,8.9166325E7,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_3",110800.0,8.9166325E7,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_4",767200.0,8.9166325E7,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"113,84_5",1600.0,8.9166325E7,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"121,84_0",9.133216E8,3.794135853E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"121,84_1",9.24448E7,3.794135853E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"122,84_0",1.9052744E9,9.32127301E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"122,84_1",4.475848E8,9.32127301E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,84_0",7.400392E8,2.652376634E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"123,84_1",6.719276E8,2.652376634E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,84_0",1.0612E7,3.434596073E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"124,84_1",1.78804E7,3.434596073E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_0",3.22524E7,3.051715634E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_1",1.75992E7,3.051715634E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_2",436000.0,3.051715634E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_3",189200.0,3.051715634E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_4",302800.0,3.051715634E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"51,85_5",131600.0,3.051715634E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_0",1.0383916E9,6.72171454E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_1",1.394908E8,6.72171454E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_2",1792400.0,6.72171454E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_3",572000.0,6.72171454E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_4",1151600.0,6.72171454E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"52,85_5",112000.0,6.72171454E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_0",2.314004E8,9.320095848E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_1",3.8252E7,9.320095848E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_2",1574000.0,9.320095848E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_3",406000.0,9.320095848E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_4",1157200.0,9.320095848E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"53,85_5",24400.0,9.320095848E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_0",1.89304E7,1.62221434E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_1",7.50212E7,1.62221434E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_2",331600.0,1.62221434E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_3",246400.0,1.62221434E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_4",144000.0,1.62221434E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"57,85_5",4400.0,1.62221434E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_0",9.05808E7,7.984909564E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_1",5.13588E7,7.984909564E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_2",376400.0,7.984909564E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_3",340800.0,7.984909564E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_4",118400.0,7.984909564E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"58,85_5",101600.0,7.984909564E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,85_0",7.69068E7,1.838249107E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,85_1",4518400.0,1.838249107E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,85_2",92400.0,1.838249107E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,85_3",9600.0,1.838249107E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"59,85_4",40400.0,1.838249107E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,85_0",7970000.0,4.017195732E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,85_1",2124000.0,4.017195732E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,85_2",105200.0,4.017195732E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,85_3",14400.0,4.017195732E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"85,85_4",54400.0,4.017195732E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_0",6.16734E8,2.233501849E9,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_1",8.56332E7,2.233501849E9,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_2",3733600.0,2.233501849E9,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_3",515200.0,2.233501849E9,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_4",965200.0,2.233501849E9,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"86,85_5",125600.0,2.233501849E9,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,85_0",1.2468132E9,2.04343376E8,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,85_1",7.244764E8,2.04343376E8,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,85_2",2.95424E7,2.04343376E8,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,85_3",8729200.0,2.04343376E8,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
"87,85_4",9392000.0,2.04343376E8,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
