CellCode,monthSet,start,end,geo
"72792280",start_5_end_8,"5",8,"POLYGON ((5.246265 52.71447, 5.221781 52.93858, 5.196988 53.16267, 5.171879 53.38675, 5.146449 53.61082, 4.769632 53.59521, 4.393081 53.57843, 4.016813 53.56049, 3.640849 53.54138, 3.657516 53.42956, 3.674078 53.31773, 3.690535 53.20589, 3.706889 53.09405, 3.72314 52.98221, 3.739289 52.87037, 3.755337 52.75852, 3.771285 52.64666, 4.139627 52.66532, 4.508249 52.68284, 4.877134 52.69923, 5.246265 52.71447))"
"72806805",start_8_end_11,"8",11,"POLYGON ((0.448033 39.72738, 0.4645879 39.61517, 0.4810637 39.50294, 0.4974608 39.3907, 0.5137798 39.27844, 0.5300212 39.16615, 0.5461854 39.05385, 0.5622731 38.94154, 0.5782845 38.8292, 0.649436 38.83615, 0.7206005 38.84306, 0.7917778 38.84991, 0.8629679 38.85671, 0.9341706 38.86345, 1.005386 38.87015, 1.076614 38.87679, 1.147854 38.88338, 1.219106 38.88991, 1.290371 38.8964, 1.361648 38.90283, 1.432936 38.90921, 1.504237 38.91553, 1.57555 38.9218, 1.646874 38.92802, 1.71821 38.93419, 1.704092 39.04674, 1.689906 39.15926, 1.675653 39.27177, 1.661331 39.38426, 1.646941 39.49674, 1.632482 39.60919, 1.617953 39.72163, 1.603354 39.83406, 1.458759 39.82147, 1.314214 39.80867, 1.16972 39.79565, 1.025276 39.78243, 0.8808853 39.76898, 0.7365472 39.75533, 0.5922628 39.74146, 0.448033 39.72738))"
"72893003",start_6_end_9,"6",9,"POLYGON ((28.76253 68.06107, 28.67471 67.95281, 28.58778 67.84452, 28.50171 67.73619, 28.41649 67.62782, 28.33212 67.51942, 28.24858 67.41099, 28.16585 67.30252, 28.08394 67.19401, 28.22206 67.17935, 28.36003 67.16457, 28.49784 67.14969, 28.63549 67.1347, 28.77298 67.1196, 28.91032 67.10439, 29.04749 67.08908, 29.1845 67.07366, 29.32136 67.05813, 29.45804 67.0425, 29.59457 67.02676, 29.73093 67.01091, 29.86713 66.99496, 30.00316 66.9789, 30.13902 66.96274, 30.27472 66.94647, 30.36519 67.05378, 30.45654 67.16104, 30.54877 67.26826, 30.6419 67.37543, 30.73594 67.48255, 30.83089 67.58962, 30.92679 67.69665, 31.02363 67.80362, 30.88368 67.82054, 30.74355 67.83734, 30.60324 67.85404, 30.46273 67.87062, 30.32205 67.8871, 30.18118 67.90347, 30.04012 67.91973, 29.89888 67.93587, 29.75747 67.95191, 29.61587 67.96784, 29.47409 67.98365, 29.33213 67.99936, 29.19 68.01495, 29.04768 68.03044, 28.90519 68.04581, 28.76253 68.06107))"
"73084093",start_5_end_8,"5",8,"POLYGON ((23.79849 50.17949, 23.626 50.20041, 23.45338 50.22108, 23.10771 50.26163, 22.76151 50.30115, 22.4148 50.33961, 22.38553 50.22908, 22.35644 50.11853, 22.32752 50.00797, 22.29876 49.8974, 22.27017 49.78681, 22.24174 49.6762, 22.21347 49.56559, 22.18537 49.45496, 22.35574 49.43626, 22.526 49.4173, 22.69613 49.39809, 22.86614 49.37862, 23.03602 49.35889, 23.20578 49.33891, 23.37542 49.31867, 23.54492 49.29818, 23.57599 49.4084, 23.60723 49.51861, 23.63865 49.6288, 23.67026 49.73897, 23.70204 49.84912, 23.73401 49.95926, 23.76616 50.06938, 23.79849 50.17949))"
"73156664",start_5_end_8,"5",8,"POLYGON ((7.647857 62.68401, 7.639101 62.7966, 7.63027 62.9092, 7.621363 63.02181, 7.612379 63.13443, 7.603318 63.24705, 7.594177 63.35969, 7.584957 63.47233, 7.575657 63.58499, 7.325445 63.58089, 7.075303 63.57639, 6.825238 63.57148, 6.575255 63.56618, 6.325362 63.56047, 6.075565 63.55436, 5.82587 63.54786, 5.576284 63.54095, 5.593216 63.42848, 5.610001 63.31603, 5.626642 63.20358, 5.643139 63.09113, 5.659496 62.9787, 5.675713 62.86627, 5.691793 62.75385, 5.707737 62.64143, 5.94995 62.64811, 6.192261 62.6544, 6.434664 62.66031, 6.677153 62.66582, 6.919723 62.67095, 7.162367 62.67569, 7.405081 62.68004, 7.647857 62.68401))"
"73177267",start_4_end_7,"4",7,"POLYGON ((-3.787523 52.91847, -3.752244 52.80847, -3.717181 52.69846, -3.682333 52.58843, -3.647698 52.47839, -3.613274 52.36834, -3.579059 52.25826, -3.545051 52.14818, -3.511249 52.03807, -3.151932 52.07901, -2.792018 52.11886, -2.431523 52.15762, -2.07046 52.19528, -2.100838 52.30583, -2.131401 52.41636, -2.162153 52.52689, -2.193094 52.6374, -2.224227 52.7479, -2.255552 52.85839, -2.287072 52.96886, -2.318788 53.07933, -2.502921 53.0602, -2.686904 53.04079, -2.870734 53.0211, -3.054409 53.00113, -3.237927 52.98088, -3.421287 52.96036, -3.604486 52.93955, -3.787523 52.91847))"
"73183637",start_3_end_6,"3",6,"POLYGON ((-4.653018 50.98594, -4.688431 51.09569, -4.724054 51.20543, -4.759887 51.31515, -4.795933 51.42484, -4.832193 51.53453, -4.86867 51.64419, -4.905365 51.75384, -4.94228 51.86346, -5.120429 51.84042, -5.298409 51.81711, -5.476221 51.79354, -5.653861 51.76969, -5.831329 51.74558, -6.008623 51.7212, -6.185742 51.69656, -6.362683 51.67165, -6.322546 51.56255, -6.282646 51.45343, -6.242981 51.3443, -6.203549 51.23514, -6.164349 51.12596, -6.125378 51.01676, -6.086634 50.90753, -6.048116 50.79829, -5.874296 50.82266, -5.700311 50.84677, -5.526163 50.87062, -5.351852 50.89421, -5.177381 50.91754, -5.002751 50.9406, -4.827963 50.9634, -4.653018 50.98594))"
"73300398",start_7_end_10,"7",10,"POLYGON ((24.13513 46.48487, 24.16489 46.5951, 24.19482 46.70531, 24.22491 46.8155, 24.25516 46.92567, 24.28557 47.03582, 24.31615 47.14596, 24.34689 47.25607, 24.3778 47.36617, 24.21485 47.3878, 24.05178 47.40919, 23.88858 47.43033, 23.72527 47.45123, 23.56184 47.47189, 23.39829 47.4923, 23.23462 47.51247, 23.07084 47.53239, 23.04258 47.42188, 23.01448 47.31136, 22.98652 47.20083, 22.95872 47.09027, 22.93107 46.9797, 22.90357 46.86912, 22.87622 46.75851, 22.84901 46.64789, 23.01016 46.62835, 23.1712 46.60858, 23.33213 46.58856, 23.49296 46.5683, 23.65367 46.5478, 23.81427 46.52707, 23.97475 46.50609, 24.13513 46.48487))"
"73371780",start_5_end_8,"5",8,"POLYGON ((9.614325 60.90014, 9.616961 60.67508, 9.619556 60.45005, 9.62211 60.22504, 9.624625 60.00006, 9.84806 60.00048, 10.0715 60.00054, 10.29494 60.00025, 10.51837 59.9996, 10.74179 59.99861, 10.96519 59.99725, 11.18858 59.99555, 11.41194 59.99348, 11.4214 60.21842, 11.43101 60.44337, 11.44076 60.66836, 11.45068 60.89337, 11.22119 60.89549, 10.99167 60.89725, 10.76214 60.89865, 10.53259 60.89968, 10.30303 60.90034, 10.07346 60.90064, 9.843891 60.90057, 9.614325 60.90014))"
"73480790",start_8_end_11,"8",11,"POLYGON ((42.24597 37.47937, 42.27206 37.53045, 42.2982 37.58152, 42.32439 37.63256, 42.35065 37.6836, 42.37696 37.73462, 42.40332 37.78562, 42.42974 37.83661, 42.45622 37.88758, 42.48275 37.93853, 42.50934 37.98948, 42.53599 38.0404, 42.56269 38.09131, 42.58945 38.14221, 42.61627 38.19309, 42.64314 38.24395, 42.67007 38.2948, 42.53702 38.34237, 42.40382 38.38976, 42.27045 38.43696, 42.13694 38.48398, 42.00326 38.53081, 41.86943 38.57746, 41.73545 38.62393, 41.60131 38.6702, 41.57497 38.61902, 41.5487 38.56782, 41.52248 38.5166, 41.49631 38.46537, 41.47021 38.41412, 41.44415 38.36286, 41.41816 38.31159, 41.39222 38.2603, 41.36634 38.20899, 41.34051 38.15767, 41.31474 38.10634, 41.28902 38.05499, 41.26336 38.00363, 41.23775 37.95225, 41.2122 37.90086, 41.18671 37.84945, 41.25319 37.82667, 41.31963 37.80383, 41.38604 37.78096, 41.45241 37.75803, 41.51875 37.73506, 41.58504 37.71205, 41.6513 37.68899, 41.71752 37.66588, 41.78371 37.64273, 41.84986 37.61953, 41.91597 37.59628, 41.98204 37.57299, 42.04808 37.54966, 42.11408 37.52627, 42.18004 37.50285, 42.24597 37.47937))"
"73573979",start_4_end_7,"4",7,"POLYGON ((15.01172 47.29815, 15.17655 47.29042, 15.34133 47.28244, 15.50607 47.2742, 15.67076 47.26572, 15.8354 47.25699, 15.99998 47.24801, 16.16452 47.23878, 16.329 47.22931, 16.34267 47.34135, 16.35641 47.45339, 16.37023 47.56542, 16.38413 47.67744, 16.3981 47.78946, 16.41215 47.90146, 16.42628 48.01346, 16.44049 48.12544, 16.27315 48.13511, 16.10575 48.14453, 15.93829 48.15369, 15.77078 48.1626, 15.60322 48.17125, 15.4356 48.17965, 15.26794 48.1878, 15.10022 48.19569, 15.08894 48.08352, 15.07773 47.97135, 15.06657 47.85917, 15.05548 47.74698, 15.04445 47.63478, 15.03348 47.52258, 15.02257 47.41037, 15.01172 47.29815))"
"73715817",start_5_end_8,"5",8,"POLYGON ((24.1165 60.19899, 24.16371 60.30886, 24.21128 60.41872, 24.25922 60.52856, 24.30753 60.63839, 24.35621 60.7482, 24.40527 60.858, 24.45471 60.96778, 24.50454 61.07755, 24.27817 61.10034, 24.0515 61.12277, 23.82454 61.14484, 23.59729 61.16657, 23.36975 61.18794, 23.14193 61.20895, 22.91383 61.22961, 22.68546 61.24991, 22.64152 61.13948, 22.59792 61.02904, 22.55466 60.91859, 22.51174 60.80813, 22.46916 60.69767, 22.4269 60.58719, 22.38497 60.4767, 22.34336 60.36621, 22.5659 60.34652, 22.78819 60.32648, 23.01023 60.30609, 23.23201 60.28536, 23.45353 60.26428, 23.67479 60.24286, 23.89578 60.2211, 24.1165 60.19899))"
"73816433",start_5_end_8,"5",8,"POLYGON ((22.23743 43.9878, 22.21357 43.87675, 22.18983 43.76567, 22.16621 43.65458, 22.1427 43.54347, 22.11932 43.43234, 22.09606 43.3212, 22.07291 43.21003, 22.04988 43.09885, 22.20149 43.0807, 22.35301 43.06232, 22.50445 43.04372, 22.6558 43.0249, 22.80707 43.00585, 22.95824 42.98658, 23.10934 42.96708, 23.26034 42.94736, 23.28556 43.05821, 23.31091 43.16904, 23.33639 43.27985, 23.36199 43.39064, 23.38773 43.50141, 23.4136 43.61216, 23.43959 43.7229, 23.46572 43.83361, 23.31251 43.85368, 23.15921 43.87352, 23.0058 43.89314, 22.85231 43.91253, 22.69873 43.93169, 22.54505 43.95062, 22.39129 43.96933, 22.23743 43.9878))"
"74196179",start_5_end_8,"5",8,"POLYGON ((0.6580095 46.10471, 0.8185318 46.11871, 0.9791287 46.13246, 1.139799 46.14597, 1.300541 46.15924, 1.461354 46.17227, 1.622237 46.18506, 1.783188 46.1976, 1.944206 46.2099, 1.927337 46.32173, 1.910377 46.43354, 1.893326 46.54535, 1.876181 46.65714, 1.858943 46.76892, 1.841612 46.88069, 1.824185 46.99245, 1.806663 47.1042, 1.642954 47.09166, 1.479318 47.07887, 1.315754 47.06583, 1.152265 47.05254, 0.9888516 47.03901, 0.825515 47.02524, 0.6622568 47.01121, 0.4990781 46.99695, 0.5193233 46.88546, 0.5394587 46.77396, 0.559485 46.66245, 0.5794031 46.55093, 0.5992138 46.43939, 0.6189179 46.32784, 0.6385162 46.21628, 0.6580095 46.10471))"
"74296835",start_9_end_12,"9",12,"POLYGON ((-3.767039 42.87946, -3.741039 42.76874, -3.715168 42.65799, -3.689426 42.54723, -3.663811 42.43644, -3.638323 42.32563, -3.612962 42.2148, -3.587725 42.10395, -3.562613 41.99308, -3.414027 42.01321, -3.265356 42.03311, -3.116598 42.05279, -2.967756 42.07226, -2.81883 42.0915, -2.669821 42.11052, -2.52073 42.12933, -2.371557 42.14791, -2.394574 42.25911, -2.417706 42.37029, -2.440953 42.48145, -2.464316 42.59259, -2.487796 42.70372, -2.511394 42.81482, -2.535111 42.92591, -2.558947 43.03697, -2.710267 43.01807, -2.861501 42.99894, -3.012648 42.97958, -3.163706 42.96, -3.314675 42.9402, -3.465555 42.92018, -3.616343 42.89993, -3.767039 42.87946))"
"74404493",start_7_end_10,"7",10,"POLYGON ((-6.165004 42.5218, -6.195345 42.63173, -6.225836 42.74164, -6.256478 42.85152, -6.287273 42.96138, -6.318222 43.07121, -6.349325 43.18102, -6.380583 43.2908, -6.411998 43.40056, -6.56309 43.37591, -6.714068 43.35104, -6.864933 43.32595, -7.015682 43.30064, -7.166316 43.27511, -7.316833 43.24935, -7.467233 43.22338, -7.617515 43.19718, -7.60074 43.14253, -7.584007 43.08786, -7.567315 43.03319, -7.550665 42.97852, -7.534055 42.92384, -7.517487 42.86915, -7.50096 42.81445, -7.484473 42.75975, -7.468027 42.70504, -7.451622 42.65033, -7.435256 42.5956, -7.418931 42.54087, -7.402646 42.48614, -7.386402 42.4314, -7.370197 42.37665, -7.354031 42.32189, -7.205787 42.34764, -7.057431 42.37317, -6.908965 42.39849, -6.76039 42.42359, -6.611705 42.44847, -6.462912 42.47313, -6.314011 42.49758, -6.165004 42.5218))"
"74473675",start_5_end_8,"5",8,"POLYGON ((6.72489 52.76407, 6.70799 52.98847, 6.690875 53.21286, 6.673542 53.43724, 6.655986 53.66162, 6.278298 53.65067, 5.9008 53.63856, 5.52351 53.62527, 5.146449 53.61082, 5.171879 53.38675, 5.196988 53.16267, 5.221781 52.93858, 5.246265 52.71447, 5.615622 52.72858, 5.985191 52.74155, 6.354952 52.75339, 6.72489 52.76407))"
"74495039",start_9_end_12,"9",12,"POLYGON ((-5.699212 40.75954, -5.713228 40.81471, -5.727277 40.86987, -5.74136 40.92502, -5.755478 40.98017, -5.769629 41.03531, -5.783814 41.09045, -5.812288 41.2007, -5.8409 41.31093, -5.869651 41.42113, -5.898542 41.53131, -5.927573 41.64146, -6.074568 41.61764, -6.221462 41.59361, -6.368255 41.56936, -6.514946 41.54489, -6.661534 41.52021, -6.808019 41.49532, -6.9544 41.47021, -7.100676 41.44488, -7.085165 41.39001, -7.069693 41.33514, -7.054257 41.28026, -7.038858 41.22537, -7.023497 41.17047, -7.008172 41.11557, -6.992885 41.06066, -6.977634 41.00574, -6.962419 40.95082, -6.947242 40.89589, -6.9321 40.84095, -6.916995 40.78601, -6.901925 40.73106, -6.886892 40.6761, -6.871895 40.62114, -6.856933 40.56617, -6.712559 40.59108, -6.568087 40.61578, -6.423516 40.64027, -6.278847 40.66455, -6.134082 40.68861, -5.989221 40.71247, -5.844264 40.73611, -5.699212 40.75954))"
"74502695",start_7_end_10,"7",10,"POLYGON ((32.38209 40.37174, 32.36243 40.31796, 32.34283 40.26416, 32.32326 40.21036, 32.30375 40.15655, 32.28427 40.10272, 32.26485 40.04889, 32.24546 39.99505, 32.22613 39.9412, 32.20684 39.88734, 32.18759 39.83347, 32.16838 39.77959, 32.14923 39.72571, 32.13011 39.67181, 32.11104 39.61791, 32.09201 39.56399, 32.07303 39.51007, 32.21324 39.47739, 32.35333 39.44452, 32.4933 39.41144, 32.63314 39.37816, 32.77286 39.34468, 32.91246 39.31101, 33.05194 39.27713, 33.19129 39.24305, 33.21108 39.29672, 33.23091 39.35037, 33.25079 39.40402, 33.27071 39.45766, 33.29068 39.51129, 33.3107 39.5649, 33.33076 39.61851, 33.35087 39.67211, 33.37102 39.7257, 33.39122 39.77928, 33.41147 39.83284, 33.43176 39.8864, 33.4521 39.93995, 33.47249 39.99349, 33.49292 40.04702, 33.5134 40.10054, 33.37244 40.13515, 33.23135 40.16956, 33.09013 40.20376, 32.94878 40.23776, 32.8073 40.27156, 32.66569 40.30516, 32.52395 40.33855, 32.38209 40.37174))"
"74555563",start_5_end_8,"5",8,"POLYGON ((-3.620688 47.46448, -3.591308 47.35414, -3.562087 47.24379, -3.533024 47.13342, -3.504119 47.02303, -3.475369 46.91262, -3.446774 46.8022, -3.418333 46.69175, -3.390044 46.58129, -3.229151 46.6014, -3.068148 46.62126, -2.907038 46.64088, -2.745821 46.66027, -2.584499 46.67941, -2.423072 46.69831, -2.261542 46.71696, -2.09991 46.73538, -2.125606 46.84621, -2.151442 46.95703, -2.177418 47.06783, -2.203535 47.17862, -2.229795 47.28939, -2.256198 47.40015, -2.282746 47.51089, -2.309441 47.62161, -2.473737 47.60283, -2.637924 47.5838, -2.802001 47.56453, -2.965966 47.54501, -3.129819 47.52524, -3.293557 47.50523, -3.457181 47.48498, -3.620688 47.46448))"
"74765029",start_6_end_9,"6",9,"POLYGON ((8.398019 47.40183, 8.563474 47.40413, 8.728941 47.40619, 8.89442 47.408, 9.059909 47.40955, 9.225405 47.41085, 9.390909 47.4119, 9.556418 47.4127, 9.721931 47.41325, 9.720719 47.63826, 9.719493 47.86324, 9.718254 48.0882, 9.717001 48.31314, 9.548553 48.31258, 9.38011 48.31176, 9.211673 48.31069, 9.043243 48.30936, 8.874822 48.30778, 8.706411 48.30594, 8.538012 48.30384, 8.369627 48.30148, 8.376845 48.0766, 8.383982 47.8517, 8.391039 47.62678, 8.398019 47.40183))"
"75061728",start_5_end_8,"5",8,"POLYGON ((18.54906 52.50261, 18.91483 52.4757, 19.28019 52.44766, 19.64511 52.41851, 20.00958 52.38825, 20.03496 52.49935, 20.06049 52.61044, 20.08618 52.72153, 20.11203 52.83261, 20.13805 52.94367, 20.16422 53.05473, 20.19056 53.16578, 20.21707 53.27683, 19.84528 53.30781, 19.47301 53.33765, 19.10027 53.36634, 18.72707 53.3939, 18.70433 53.28251, 18.68173 53.17111, 18.65927 53.05971, 18.63695 52.94831, 18.61477 52.83689, 18.59273 52.72547, 18.57083 52.61404, 18.54906 52.50261))"
"75087717",start_5_end_8,"5",8,"POLYGON ((3.895376 51.75167, 4.25646 51.76991, 4.617804 51.78703, 4.979393 51.80304, 5.341209 51.81794, 5.31791 52.0421, 5.294324 52.26623, 5.270444 52.49036, 5.246265 52.71447, 4.877134 52.69923, 4.508249 52.68284, 4.139627 52.66532, 3.771285 52.64666, 3.787134 52.5348, 3.802885 52.42294, 3.818538 52.31108, 3.834095 52.1992, 3.849557 52.08733, 3.864923 51.97545, 3.880196 51.86356, 3.895376 51.75167))"
"75139992",start_9_end_12,"9",12,"POLYGON ((30.38779 38.0262, 30.40466 38.08064, 30.42156 38.13508, 30.4385 38.1895, 30.45548 38.24392, 30.4725 38.29833, 30.48956 38.35274, 30.50665 38.40713, 30.52379 38.46151, 30.54096 38.51589, 30.55818 38.57026, 30.57543 38.62462, 30.59272 38.67897, 30.61006 38.73331, 30.62743 38.78764, 30.64484 38.84197, 30.66229 38.89629, 30.52268 38.92666, 30.38296 38.95684, 30.24313 38.98681, 30.1032 39.01659, 29.96315 39.04616, 29.823 39.07552, 29.68274 39.10469, 29.54237 39.13365, 29.52575 39.07911, 29.50916 39.02456, 29.49262 38.96999, 29.47611 38.91543, 29.45964 38.86085, 29.44321 38.80626, 29.42682 38.75167, 29.41046 38.69707, 29.39415 38.64246, 29.37787 38.58784, 29.36162 38.53322, 29.34542 38.47859, 29.32925 38.42395, 29.31312 38.3693, 29.29702 38.31464, 29.28097 38.25998, 29.35033 38.24574, 29.41968 38.23145, 29.48899 38.21712, 29.55828 38.20273, 29.62755 38.18829, 29.69679 38.17381, 29.76601 38.15927, 29.8352 38.14468, 29.90436 38.13005, 29.9735 38.11536, 30.04261 38.10062, 30.1117 38.08584, 30.18076 38.071, 30.2498 38.05612, 30.31881 38.04118, 30.38779 38.0262))"
"75192676",start_6_end_9,"6",9,"POLYGON ((32.40604 46.90236, 32.38238 46.84902, 32.35879 46.79568, 32.33525 46.74232, 32.31178 46.68896, 32.28837 46.63559, 32.26502 46.5822, 32.24173 46.52881, 32.2185 46.47542, 32.19533 46.42201, 32.17222 46.36859, 32.14916 46.31516, 32.12617 46.26173, 32.10324 46.20828, 32.08037 46.15483, 32.05755 46.10137, 32.0348 46.0479, 32.1905 46.01474, 32.34602 45.98136, 32.50138 45.94776, 32.65656 45.91393, 32.81157 45.87987, 32.96641 45.84559, 33.12107 45.81109, 33.27556 45.77636, 33.29939 45.82952, 33.32327 45.88267, 33.34722 45.93581, 33.37122 45.98894, 33.39529 46.04206, 33.41942 46.09517, 33.44361 46.14827, 33.46786 46.20136, 33.49218 46.25444, 33.51655 46.30752, 33.54099 46.36058, 33.5655 46.41363, 33.59006 46.46667, 33.61469 46.5197, 33.63938 46.57273, 33.66414 46.62574, 33.50752 46.66111, 33.35072 46.69626, 33.19373 46.73118, 33.03656 46.76587, 32.8792 46.80034, 32.72166 46.83457, 32.56394 46.86858, 32.40604 46.90236))"
"75216070",start_4_end_7,"4",7,"POLYGON ((-2.127182 57.64967, -2.164042 57.76016, -2.201165 57.87064, -2.238552 57.98111, -2.276207 58.09157, -2.314133 58.20203, -2.352331 58.31247, -2.390806 58.4229, -2.429559 58.53332, -2.640669 58.51364, -2.85156 58.49363, -3.062228 58.47329, -3.272671 58.45263, -3.482885 58.43164, -3.692867 58.41032, -3.902615 58.38868, -4.112125 58.36672, -4.068449 58.25688, -4.025085 58.14702, -3.982028 58.03715, -3.939277 57.92726, -3.896827 57.81736, -3.854676 57.70745, -3.812821 57.59752, -3.771259 57.48758, -3.566494 57.50895, -3.36151 57.53, -3.156311 57.55074, -2.950899 57.57116, -2.745278 57.59127, -2.539449 57.61105, -2.333416 57.63052, -2.127182 57.64967))"
"75279362",start_4_end_7,"4",7,"POLYGON ((-5.899511 54.489, -5.942601 54.59816, -5.985968 54.7073, -6.029615 54.81642, -6.073543 54.92552, -6.117756 55.0346, -6.162256 55.14366, -6.207046 55.2527, -6.252129 55.36172, -6.444589 55.3364, -6.636823 55.31079, -6.828829 55.28489, -7.020605 55.25869, -7.212149 55.23221, -7.403458 55.20543, -7.594531 55.17837, -7.785367 55.15102, -7.73645 55.04265, -7.687847 54.93426, -7.639555 54.82584, -7.591571 54.71739, -7.543893 54.60892, -7.496518 54.50043, -7.449442 54.39192, -7.402664 54.28338, -7.215529 54.31007, -7.028174 54.33649, -6.840599 54.36262, -6.652808 54.38846, -6.464802 54.41402, -6.276582 54.4393, -6.088151 54.46429, -5.899511 54.489))"
"75299430",start_4_end_7,"4",7,"POLYGON ((18.06432 49.826, 17.71849 49.85012, 17.37235 49.8732, 17.02591 49.89521, 16.67918 49.91617, 16.66361 49.80431, 16.64813 49.69243, 16.63274 49.58056, 16.61744 49.46867, 16.60223 49.35678, 16.5871 49.24488, 16.57206 49.13297, 16.55711 49.02105, 16.72738 49.01092, 16.89759 49.00053, 17.06773 48.98988, 17.2378 48.97897, 17.40781 48.96781, 17.57774 48.95638, 17.74761 48.9447, 17.91739 48.93276, 17.93539 49.04445, 17.95349 49.15612, 17.9717 49.26779, 17.99001 49.37945, 18.00843 49.4911, 18.02695 49.60274, 18.04558 49.71437, 18.06432 49.826))"
"75366789",start_6_end_9,"6",9,"POLYGON ((13.28506 60.86323, 13.5141 60.85782, 13.74306 60.85205, 13.97195 60.84592, 14.20075 60.83942, 14.42946 60.83256, 14.65808 60.82534, 14.88661 60.81775, 15.11503 60.8098, 15.13264 60.92199, 15.15039 61.03419, 15.16829 61.14638, 15.18633 61.25859, 15.20451 61.37079, 15.22285 61.483, 15.24133 61.59522, 15.25996 61.70744, 15.02512 61.71564, 14.79017 61.72347, 14.55511 61.73092, 14.31995 61.738, 14.08469 61.74471, 13.84934 61.75104, 13.61391 61.75699, 13.37839 61.76257, 13.36639 61.65013, 13.35449 61.5377, 13.34268 61.42527, 13.33097 61.31285, 13.30783 61.08803, 13.28506 60.86323))"
"75418565",start_6_end_9,"6",9,"POLYGON ((19.31593 68.79592, 19.36211 68.90799, 19.4088 69.02007, 19.456 69.13215, 19.50372 69.24422, 19.55197 69.3563, 19.60076 69.46838, 19.6501 69.58046, 19.69999 69.69255, 19.54226 69.70047, 19.38442 69.70826, 19.22647 69.71592, 19.06842 69.72345, 18.91026 69.73085, 18.752 69.73813, 18.59364 69.74527, 18.43518 69.75229, 18.27662 69.75917, 18.11796 69.76593, 17.95922 69.77256, 17.80038 69.77905, 17.64145 69.78542, 17.48243 69.79165, 17.32332 69.79776, 17.16413 69.80373, 17.127 69.69102, 17.0903 69.57832, 17.054 69.46563, 17.01811 69.35294, 16.98261 69.24026, 16.94751 69.12759, 16.91279 69.01493, 16.87845 68.90227, 17.03141 68.89656, 17.18429 68.89072, 17.33709 68.88476, 17.48982 68.87867, 17.64247 68.87246, 17.79503 68.86612, 17.94752 68.85966, 18.09992 68.85307, 18.25224 68.84636, 18.40446 68.83953, 18.55661 68.83257, 18.70866 68.82549, 18.86062 68.81828, 19.01248 68.81095, 19.16426 68.8035, 19.31593 68.79592))"
"75698563",start_4_end_7,"4",7,"POLYGON ((17.08209 52.59902, 16.71447 52.6203, 16.34652 52.64045, 15.97828 52.65947, 15.60974 52.67736, 15.59545 52.56541, 15.58125 52.45346, 15.56714 52.3415, 15.55311 52.22954, 15.53917 52.11758, 15.52531 52.00562, 15.51154 51.89365, 15.49786 51.78167, 15.85912 51.76419, 16.22011 51.74561, 16.58083 51.72591, 16.94125 51.70511, 16.95848 51.81687, 16.97581 51.92862, 16.99325 52.04037, 17.0108 52.15211, 17.02846 52.26384, 17.04623 52.37557, 17.0641 52.4873, 17.08209 52.59902))"
"75807297",start_4_end_7,"4",7,"POLYGON ((8.241989 51.89702, 8.233171 52.12162, 8.224243 52.34622, 8.215204 52.57081, 8.206051 52.7954, 7.835586 52.78928, 7.465225 52.78202, 7.094988 52.77362, 6.72489 52.76407, 6.74158 52.53967, 6.758063 52.31526, 6.774342 52.09084, 6.790423 51.86641, 7.515978 51.88395, 8.241989 51.89702))"
"75849641",start_6_end_9,"6",9,"POLYGON ((22.7753 56.67626, 22.81276 56.78654, 22.85048 56.8968, 22.88847 57.00705, 22.92671 57.11729, 22.96523 57.22752, 23.00401 57.33773, 23.04306 57.44794, 23.08239 57.55813, 22.8769 57.57844, 22.6712 57.59842, 22.4653 57.6181, 22.25919 57.63745, 22.05289 57.65648, 21.84638 57.6752, 21.63968 57.69359, 21.4328 57.71166, 21.3982 57.60095, 21.36384 57.49023, 21.32973 57.3795, 21.29585 57.26877, 21.26222 57.15802, 21.22881 57.04727, 21.19564 56.93651, 21.1627 56.82574, 21.3649 56.80815, 21.56694 56.79024, 21.76879 56.77202, 21.97047 56.75349, 22.17196 56.73465, 22.37326 56.7155, 22.57438 56.69604, 22.7753 56.67626))"
"75937426",start_7_end_10,"7",10,"POLYGON ((-8.008284 40.35931, -7.864725 40.3859, -7.721062 40.41228, -7.577296 40.43845, -7.433426 40.46442, -7.289455 40.49017, -7.145381 40.51571, -7.001207 40.54105, -6.856933 40.56617, -6.871895 40.62114, -6.886892 40.6761, -6.901925 40.73106, -6.916995 40.78601, -6.9321 40.84095, -6.947242 40.89589, -6.962419 40.95082, -6.977634 41.00574, -6.992885 41.06066, -7.008172 41.11557, -7.023497 41.17047, -7.038858 41.22537, -7.054257 41.28026, -7.069693 41.33514, -7.085165 41.39001, -7.100676 41.44488, -7.246846 41.41935, -7.39291 41.3936, -7.538867 41.36763, -7.684717 41.34146, -7.830458 41.31507, -7.97609 41.28847, -8.121613 41.26165, -8.267025 41.23463, -8.250562 41.17997, -8.234139 41.12531, -8.217755 41.07064, -8.20141 41.01597, -8.185105 40.96129, -8.168838 40.9066, -8.15261 40.8519, -8.136421 40.7972, -8.12027 40.74249, -8.104158 40.68777, -8.088084 40.63304, -8.072048 40.57831, -8.05605 40.52357, -8.04009 40.46882, -8.024168 40.41407, -8.008284 40.35931))"
