PLOTID,country,m,r
a8-59995734452036_40-81947103846145,ITA,nature loss,crop/built stable
a13-91589259798996_37-23968880771714,ITA,nature stable,crop/built stable
a9-66694733565504_44-31930903895387,ITA,nature stable,nature stable
a8-48646792007823_40-51204296522251,ITA,nature stable,nature stable
a17-09745728590926_39-16105562853083,ITA,nature stable,crop/built stable
a9-57983045802097_39-95343534687395,ITA,nature stable,nature stable
a14-25563816138554_42-02663534928314,ITA,buffer nature stable,buffer nature stable
a11-27363526187157_45-35770853622669,ITA,buffer nature stable,buffer crop/built stable
a11-85256302295219_45-49469587286586,ITA,buffer nature stable,buffer nature stable
a11-3021228103187_45-52796373336484,ITA,buffer nature stable,buffer crop/built stable
a9-67447787657004_45-94127172139835,ITA,buffer nature stable,buffer nature stable
a9-58582321502922_45-8288940146187,ITA,buffer nature stable,buffer nature stable
a17-60078466649422_40-40538170286389,ITA,buffer nature stable,buffer crop/built stable
a17-69117813837064_40-50432654413439,ITA,buffer nature stable,buffer crop/built stable
a17-92952244580034_40-23015949479682,ITA,buffer nature stable,buffer crop/built stable
a13-71845837895063_41-67350098296655,ITA,buffer nature stable,buffer nature stable
a11-05854971486789_44-19466936966185,ITA,buffer nature stable,cropland loss
a11-99269587739951_44-2172742469455,ITA,buffer nature stable,buffer crop/built stable
a8-24944766331768_44-16616618075673,ITA,buffer nature stable,buffer nature stable
a15-09572501951242_36-67778600321225,ITA,buffer nature stable,buffer nature stable
a14-96315944376277_36-73104025359789,ITA,buffer nature stable,buffer nature stable
a12-16030575867701_45-61522232921418,ITA,buffer nature stable,buffer nature stable
a11-39899883132649_45-77750970514462,ITA,buffer nature stable,buffer nature stable
a11-05800392942749_46-39627200830547,ITA,buffer nature stable,buffer crop/built stable
a11-90336954303845_45-79174153557308,ITA,buffer nature stable,buffer nature stable
a12-69149885144182_42-98381902744101,ITA,buffer nature stable,buffer crop/built stable
a12-27608837368204_43-06014534700439,ITA,buffer nature stable,nature loss
a14-36644820453669_38-01437498501176,ITA,buffer nature stable,cropland loss
a15-09836296806235_38-11861412448912,ITA,buffer nature stable,cropland loss
a12-71318281722163_37-57122130510309,ITA,buffer nature stable,buffer nature stable
a10-47662915525785_44-06124696351513,ITA,buffer nature stable,buffer crop/built stable
a9-56804871387335_45-57393418645598,ITA,buffer nature stable,buffer nature stable
a12-2665037513722_44-04328479303634,ITA,buffer nature stable,buffer nature stable
a12-52027650473239_44-03010076218593,ITA,buffer nature stable,buffer crop/built stable
a10-31314728715193_45-08671375463381,ITA,buffer nature stable,buffer crop/built stable
a15-92605935566701_40-48526015116521,ITA,buffer nature stable,buffer nature stable
a13-21219421477382_41-63198798590186,ITA,buffer nature stable,buffer nature stable
a12-85150717848059_41-82432609210155,ITA,buffer nature stable,buffer nature stable
a13-49727866165421_37-88320449672765,ITA,buffer nature stable,buffer crop/built stable
a8-41585022197613_45-58981313645452,ITA,buffer nature stable,buffer crop/built stable
a8-20053319493549_44-79063418687413,ITA,buffer nature stable,buffer crop/built stable
a7-74893747204892_45-12598852855067,ITA,buffer nature stable,buffer crop/built stable
a8-00323912814915_45-50306599235957,ITA,buffer nature stable,buffer nature stable
a7-64134310999859_45-40221633217255,ITA,buffer nature stable,buffer nature stable
a18-37312384765364_40-23536546860574,ITA,buffer nature stable,buffer crop/built stable
a16-37466864964185_39-19537067827681,ITA,buffer nature stable,buffer crop/built stable
a14-35988378463443_42-33856686081725,ITA,buffer crop/built stable,buffer crop/built stable
a14-10235516919358_42-4387984829499,ITA,buffer crop/built stable,buffer nature stable
a13-55408935672178_42-04920408135362,ITA,buffer crop/built stable,buffer crop/built stable
a13-90425035884843_42-4560524305595,ITA,buffer crop/built stable,buffer crop/built stable
a11-15843867251097_44-90139732289288,ITA,buffer crop/built stable,buffer crop/built stable
a12-19400751842451_45-07643355347736,ITA,buffer crop/built stable,buffer crop/built stable
a12-05553637474071_45-36222293474097,ITA,buffer crop/built stable,buffer crop/built stable
a11-92407611274452_45-22984739997907,ITA,buffer crop/built stable,buffer crop/built stable
a9-19318935025305_45-77492275107571,ITA,buffer crop/built stable,buffer nature stable
a17-63795756937579_40-51247599496025,ITA,buffer crop/built stable,buffer crop/built stable
a17-25103634790229_40-79748946347704,ITA,buffer crop/built stable,buffer crop/built stable
a14-09303988079911_41-2325172459971,ITA,buffer crop/built stable,buffer crop/built stable
a14-46678796087858_40-92683455009555,ITA,buffer crop/built stable,buffer nature stable
a16-27105347339982_38-99494441152653,ITA,buffer crop/built stable,buffer crop/built stable
a11-28487483889915_44-27798030201861,ITA,buffer crop/built stable,buffer crop/built stable
a10-54569704759819_43-06783732306875,ITA,crop/built stable,crop/built stable
a7-37112673387999_44-47232063714933,ITA,buffer crop/built stable,buffer crop/built stable
a14-38052278897693_36-9846420736351,ITA,buffer crop/built stable,buffer crop/built stable
a11-76614428415186_45-64470070161376,ITA,buffer crop/built stable,buffer crop/built stable
a14-88529245994084_40-94681602706597,ITA,buffer crop/built stable,buffer crop/built stable
a17-3484063642019_40-85036688361299,ITA,buffer crop/built stable,buffer crop/built stable
a13-15182866352783_43-63477953494659,ITA,buffer crop/built stable,buffer nature stable
a12-50196450815806_43-06957225676478,ITA,buffer crop/built stable,buffer crop/built stable
a12-52066849938707_45-64087764920315,ITA,buffer crop/built stable,buffer crop/built stable
a8-85958017823565_45-26955545529081,ITA,buffer crop/built stable,buffer crop/built stable
a16-88819233203995_38-97407813253879,ITA,buffer crop/built stable,buffer crop/built stable
a10-88137619759264_42-77060613759399,ITA,buffer crop/built stable,nature loss
a10-05350556680541_45-54083232569544,ITA,buffer crop/built stable,buffer crop/built stable
a6-98841215324419_45-12849431861341,ITA,buffer crop/built stable,nature loss
a13-76879218041908_43-16260305749221,ITA,buffer crop/built stable,buffer nature stable
a12-75209574505163_41-89012360327565,ITA,buffer crop/built stable,buffer crop/built stable
a13-32889436066991_41-61469053850472,ITA,buffer crop/built stable,cropland loss
a12-77039004735471_41-58543580125914,ITA,buffer crop/built stable,cropland loss
a14-18280752338865_37-43124949112894,ITA,buffer crop/built stable,buffer crop/built stable
a13-87604458398953_37-42294600732861,ITA,buffer crop/built stable,buffer nature stable
a7-60730212931736_44-99472549311333,ITA,buffer crop/built stable,buffer crop/built stable
a8-0411024588496_45-15708401275896,ITA,buffer crop/built stable,buffer crop/built stable
a7-61410164097205_45-01345632563465,ITA,buffer crop/built stable,buffer nature stable
a15-8697138752691_41-09522231844541,ITA,buffer crop/built stable,buffer crop/built stable
a12-10613137949931_44-86218876766782,ITA,crop/built stable,crop/built stable
a17-58957844332684_40-40434226095307,ITA,crop/built stable,crop/built stable
a13-99331038096699_41-05372322112232,ITA,crop/built stable,crop/built stable
a11-09285079435244_44-69464529228491,ITA,crop/built stable,crop/built stable
a11-80523377701524_44-48662027176569,ITA,crop/built stable,crop/built stable
a8-9722115282909_44-40674749767284,ITA,crop/built stable,crop/built stable
a10-79155567162974_43-68906339123483,ITA,crop/built stable,crop/built stable
a7-54833247912991_44-5799330685747,ITA,crop/built stable,crop/built stable
a7-59900270671235_44-54449049150105,ITA,crop/built stable,crop/built stable
a14-64253420833536_37-16437929389702,ITA,crop/built stable,crop/built stable
a11-36013303742259_45-72277967800831,ITA,crop/built stable,crop/built stable
a15-40917494219359_40-93214870819124,ITA,crop/built stable,crop/built stable
a15-53792156107941_41-62322851949966,ITA,crop/built stable,crop/built stable
a14-69855871476691_41-57274670298308,ITA,crop/built stable,nature stable
a15-57368277285508_41-61036975458623,ITA,crop/built stable,crop/built stable
a15-23272489225721_41-81026532947796,ITA,crop/built stable,crop/built stable
a13-07105788450714_43-15409617151421,ITA,crop/built stable,crop/built stable
a12-34562165443941_43-70173947142476,ITA,crop/built stable,crop/built stable
a14-67255876249042_37-62680078468812,ITA,crop/built stable,nature stable
a10-87684101451848_44-51427024489701,ITA,crop/built stable,crop/built stable
a8-63066126200171_45-25952710713534,ITA,crop/built stable,crop/built stable
a9-55466875054936_45-29894044651039,ITA,crop/built stable,nature stable
a8-7297268308213_45-23913645857348,ITA,crop/built stable,crop/built stable
a8-7054287341198_44-78079237526125,ITA,crop/built stable,crop/built stable
a12-6622631948161_43-87157972065405,ITA,crop/built stable,nature stable
a12-26760072732851_42-05717361479438,ITA,crop/built stable,crop/built stable
a10-64280494654941_44-7194829054966,ITA,nature stable,crop/built stable
a10-23300298790979_45-20724652328453,ITA,crop/built stable,crop/built stable
a9-8586758657782_45-13638798476481,ITA,crop/built stable,crop/built stable
a8-90412728152598_39-65314105688841,ITA,crop/built stable,crop/built stable
a16-79703728341824_40-74127016126541,ITA,crop/built stable,crop/built stable
a15-70904918596387_40-61388399906117,ITA,crop/built stable,crop/built stable
a12-55888319753964_41-75411020184171,ITA,crop/built stable,crop/built stable
a12-80268820028801_41-65425943086476,ITA,crop/built stable,nature stable
a13-81182243110388_37-66745230343785,ITA,crop/built stable,crop/built stable
a13-58369473039105_38-03183686279298,ITA,crop/built stable,crop/built stable
a7-90178511464094_44-89372838169466,ITA,crop/built stable,crop/built stable
a8-30041386026028_44-88815313604624,ITA,crop/built stable,crop/built stable
a7-48471884604954_45-0922226703672,ITA,crop/built stable,crop/built stable
a11-09586099878482_43-30334947565451,ITA,crop/built stable,crop/built stable
a13-44706351342976_41-98936441524873,ITA,cropland loss,cropland loss
a11-37142536594808_45-34377397582792,ITA,cropland loss,cropland loss
a9-3470379462762_45-64452523595997,ITA,cropland loss,crop/built stable
a13-95626145032678_41-14310707520608,ITA,cropland loss,cropland loss
a11-32019283360546_44-51798026367545,ITA,cropland loss,cropland loss
a7-91673754319284_44-67164356363228,ITA,cropland loss,crop/built stable
a7-66270176635193_44-55081015777157,ITA,cropland loss,cropland loss
a7-7555985305408_44-38525355178352,ITA,cropland loss,crop/built stable
a14-8123443432529_36-79031091029617,ITA,cropland loss,cropland loss
a11-41288997859383_45-69397578480716,ITA,cropland loss,cropland loss
a15-58774528961982_40-39690453405558,ITA,cropland loss,crop/built stable
a15-01964764058287_40-40528238796263,ITA,cropland loss,nature loss
a14-49193436310813_40-93565796804909,ITA,cropland loss,cropland loss
a15-44747216929519_41-23601680858892,ITA,cropland loss,crop/built stable
a13-17006711933311_46-12619794537498,ITA,cropland loss,cropland loss
a9-29613801032956_45-3184394599257,ITA,cropland loss,cropland loss
a9-42409872737389_45-27118044929093,ITA,cropland loss,cropland loss
a9-68423261675386_45-5253265117704,ITA,cropland loss,cropland loss
a9-68949434978727_45-15873738817317,ITA,cropland loss,cropland loss
a9-50813454171853_45-39290870928921,ITA,cropland loss,cropland loss
a9-27236257749211_45-08294767924716,ITA,cropland loss,cropland loss
a9-35611646359846_45-55870997119592,ITA,cropland loss,cropland loss
a8-97399939202549_39-22500964372509,ITA,cropland loss,cropland loss
a12-51306890366691_44-0731401128244,ITA,cropland loss,nature stable
a12-829583930618_43-86920050338602,ITA,cropland loss,cropland loss
a12-63471139994426_42-25131664682093,ITA,cropland loss,crop/built stable
a10-48053096422461_45-45306771943662,ITA,cropland loss,crop/built stable
a10-89861646832105_44-78656793487217,ITA,cropland loss,nature loss
a9-77122586106693_45-44499185312178,ITA,cropland loss,cropland loss
a10-88883860405307_45-20402106966795,ITA,cropland loss,cropland loss
a9-80085935640229_45-29707971964405,ITA,cropland loss,nature loss
a13-24098709552203_41-71517197626201,ITA,cropland loss,crop/built stable
a12-87816629160229_41-52531867982924,ITA,cropland loss,crop/built stable
a12-72911831190802_41-49016436236678,ITA,cropland loss,crop/built stable
a12-29149305485187_41-90794189120728,ITA,cropland loss,crop/built stable
a13-06695774619141_41-39441132352374,ITA,cropland loss,cropland loss
a7-88349912255645_44-86910345343496,ITA,cropland loss,crop/built stable
a18-21744505968611_40-38907125900662,ITA,cropland loss,crop/built stable
a14-80741989212707_42-0384675032842,ITA,cropland loss,nature loss
a16-58683916382793_41-18396522536319,ITA,cropland loss,crop/built stable
a14-3580280955876_42-11650465589211,ITA,nature loss,crop/built stable
a13-60785212432605_42-06365543825505,ITA,nature loss,nature loss
a11-377756363169_45-39326226417903,ITA,nature loss,cropland loss
a11-3930900710166_45-36917695440683,ITA,nature loss,crop/built stable
a8-53411487598202_45-7765169763448,ITA,nature loss,nature loss
a16-14208696734108_38-70751399978809,ITA,nature loss,crop/built stable
a13-739328241685_45-70621321267645,ITA,nature loss,nature loss
a9-36867816295754_44-30105920291062,ITA,nature loss,nature loss
a7-82781841287372_44-59028157090241,ITA,nature loss,crop/built stable
a15-1141014755855_36-88567181213804,ITA,nature loss,crop/built stable
a14-66993426151833_37-02840704488418,ITA,nature loss,cropland loss
a14-91137826033105_36-77353568653734,ITA,nature loss,nature loss
a14-92296667650824_37-20665004578499,ITA,nature loss,crop/built stable
a15-04234321546306_40-59526152194514,ITA,nature loss,crop/built stable
a12-42888325564845_42-99927215897955,ITA,nature loss,crop/built stable
a10-82759829823768_44-55480031559086,ITA,nature loss,cropland loss
a9-78753222989853_44-28643778687978,ITA,nature loss,nature stable
a9-23948265269182_45-04855211082788,ITA,nature loss,crop/built stable
a8-88114119895849_44-88794391624933,ITA,nature loss,cropland loss
a8-49960575208031_39-21175322952976,ITA,nature loss,crop/built stable
a12-80628486374739_42-02884168208721,ITA,nature loss,nature stable
a10-60663596520682_44-71834681383572,ITA,nature loss,nature loss
a10-83539983101455_45-30945797641604,ITA,nature loss,cropland loss
a8-65484616603047_39-76033821280285,ITA,nature loss,nature stable
a13-47473007147893_43-3557750447872,ITA,nature loss,cropland loss
a8-90938650195656_40-72394062065586,ITA,nature loss,nature stable
a9-54386933655177_40-59310510408624,ITA,nature loss,crop/built stable
a12-86609928761212_41-53552439245474,ITA,nature loss,crop/built stable
a13-49214853574777_38-06601471866048,ITA,nature loss,nature loss
a13-23939162543659_37-46658196350266,ITA,nature loss,crop/built stable
a13-66617550462299_37-54871143036214,ITA,nature loss,nature stable
a18-2048952126532_40-32387239720028,ITA,nature loss,cropland loss
a18-27633607098828_40-24151192193544,ITA,nature loss,nature stable
a18-04911025080085_40-32852940728911,ITA,nature loss,crop/built stable
a14-71026750581072_42-14811631746988,ITA,nature loss,nature loss
a11-72274505314665_42-23352938296702,ITA,nature loss,cropland loss
a16-38823186108785_41-09632208949312,ITA,nature loss,crop/built stable
a15-89064130727146_41-27513793374375,ITA,nature loss,crop/built stable
a11-06222956103521_43-02033979153119,ITA,nature loss,crop/built stable
a13-4861094723959_42-7231415910903,ITA,nature stable,nature stable
a13-74389760327494_42-20942148266498,ITA,nature stable,nature stable
a12-09110028756874_45-05175506394381,ITA,nature stable,nature stable
a11-24816347907001_45-5162683107358,ITA,nature stable,crop/built stable
a9-48760410078602_46-32182412580324,ITA,nature stable,nature stable
a8-57109981613142_45-62942083695456,ITA,nature stable,nature stable
a13-7802110905276_41-55556188516836,ITA,nature stable,nature stable
a13-37095496727506_41-81895481427508,ITA,nature stable,nature stable
a13-97871148553316_37-1730586201296,ITA,nature stable,crop/built stable
a12-29597212654013_46-71228517129409,ITA,nature stable,nature stable
a12-04577941085383_47-04713335125861,ITA,nature stable,nature stable
a16-16622859373862_38-61754543676757,ITA,nature stable,nature stable
a15-59503706749991_38-27610146588988,ITA,nature stable,nature stable
a16-54618405030492_38-54364400079134,ITA,nature stable,nature stable
a11-9934181757531_44-18785015702548,ITA,nature stable,crop/built stable
a11-81627405238492_44-0073317237926,ITA,nature stable,nature stable
a12-07750295280189_43-98301086520868,ITA,nature stable,nature stable
a9-39472319998721_44-62702020655041,ITA,nature stable,nature stable
a10-519414653895_43-69675213364192,ITA,nature stable,nature stable
a7-50325583238609_44-29622376128482,ITA,nature stable,nature stable
a7-77913494398001_44-31196624646631,ITA,nature stable,nature stable
a7-72234194829089_44-48655443302276,ITA,nature stable,crop/built stable
a7-53616599139688_44-61383279836828,ITA,nature stable,crop/built stable
a7-47509544117561_44-18338968659759,ITA,nature stable,nature stable
a8-38704633056211_44-34907694784639,ITA,nature stable,nature stable
a14-87272615048856_37-10465010231979,ITA,nature stable,nature stable
a14-6702442809478_37-31588726201221,ITA,nature stable,crop/built stable
a15-14410757559927_36-98031505492702,ITA,nature stable,nature stable
a11-80011466126733_45-98357875939625,ITA,nature stable,nature stable
a11-69556215644805_46-03340738952483,ITA,nature stable,nature stable
a12-0431760666716_45-7439927150573,ITA,nature stable,nature stable
a15-36099118141386_40-11023792995776,ITA,nature stable,crop/built stable
a15-49669884346057_40-52697438875774,ITA,nature stable,nature stable
a14-67255846939502_41-36693287194863,ITA,nature stable,nature stable
a7-02667198725048_45-87028622710944,ITA,nature stable,nature stable
a8-39665102453314_45-96555017886772,ITA,nature stable,nature stable
a12-96334879507064_43-36670967619922,ITA,nature stable,nature stable
a12-84716932431761_43-21865735761539,ITA,nature stable,nature stable
a12-99764200720353_37-69382218213502,ITA,nature stable,nature stable
a12-84035218121925_38-01655539626171,ITA,nature stable,nature stable
a12-75965240979567_37-94030276414944,ITA,nature stable,crop/built stable
a12-8993824027858_37-93842363975529,ITA,nature stable,crop/built stable
a13-15123201220721_46-13594988964268,ITA,nature stable,nature stable
a12-78662561012589_45-7991788053697,ITA,nature stable,crop/built stable
a9-77741944009012_45-93243826573742,ITA,nature stable,nature stable
a10-88013022223695_45-83848874650721,ITA,nature stable,nature stable
a9-81738970252871_45-87891314437906,ITA,nature stable,nature stable
a10-37837703948102_46-1329662643352,ITA,nature stable,nature stable
a10-44608687139983_46-20899622462203,ITA,nature stable,nature stable
a10-97842634366934_45-6565263357045,ITA,nature stable,nature stable
a10-38365157343605_44-29135739305129,ITA,nature stable,nature stable
a10-22900131148434_44-07598236672035,ITA,nature stable,nature stable
a9-81808254133464_44-15436716559684,ITA,nature stable,nature stable
a8-52489565823218_40-5465632125882,ITA,nature stable,nature stable
a8-43666202883765_40-52665007357652,ITA,nature stable,nature stable
a9-04984453361933_44-84318144808358,ITA,nature stable,crop/built stable
a8-73037469046924_39-14164521881754,ITA,nature stable,nature stable
a16-75296049265477_39-44722810750518,ITA,nature stable,nature stable
a8-56034552633022_39-17669572471236,ITA,nature stable,nature stable
a13-07671805452833_42-66888827995002,ITA,nature stable,nature stable
a10-28282786333356_42-80600114384568,ITA,nature stable,nature stable
a10-09875500310653_45-10750425006555,ITA,nature stable,crop/built stable
a9-88273229991719_45-46427824254805,ITA,nature stable,nature stable
a9-51633869058621_40-08442000138869,ITA,nature stable,nature stable
a9-34241876098302_39-69494551126917,ITA,nature stable,nature stable
a9-39693609876826_39-4416695732472,ITA,nature stable,nature stable
a9-39973795378995_39-76595656611019,ITA,nature stable,nature stable
a9-19320563763047_39-41246807166508,ITA,nature stable,nature stable
a16-04898168902841_38-13552711187689,ITA,nature stable,nature stable
a15-91118840196238_38-114070960007,ITA,nature stable,nature stable
a12-4746361812614_46-49815309063327,ITA,nature stable,nature stable
a16-2965565260914_40-40678964284106,ITA,nature stable,nature stable
a9-02279738130388_40-94097562563094,ITA,nature stable,nature stable
a9-6603518077639_40-5116860036556,ITA,nature stable,nature stable
a9-20902635910411_40-61035069622084,ITA,nature stable,nature stable
a8-73563069672084_40-63898744339113,ITA,nature stable,nature stable
a12-42376364688712_41-95003183154353,ITA,nature stable,nature stable
a13-1863516934693_41-826081885072,ITA,nature stable,nature stable
a13-59534699520266_37-69142999142504,ITA,nature stable,nature stable
a14-21841556178162_37-97035180240718,ITA,nature stable,nature stable
a8-09404561215713_45-14291146974938,ITA,nature stable,nature stable
a7-51211640258617_45-29665012244428,ITA,nature stable,nature stable
a15-99092938081824_41-69770632342774,ITA,nature stable,nature stable
a11-31368752799977_43-46776419528777,ITA,nature stable,crop/built stable
a11-23180434111921_43-56579732448759,ITA,nature stable,nature stable
a12-07264590170572_43-41118006428774,ITA,nature stable,nature stable
a16-35902109347149_39-47422717468885,ITA,nature stable,nature stable
a15-88587496201175_39-97890014041178,ITA,nature stable,nature stable
a16-38030496346351_39-13667933714138,ITA,nature stable,crop/built stable
a25-05018915787923_54-76699075487112,LTU,buffer nature stable,buffer crop/built stable
a24-48928728528832_55-7018381881277,LTU,nature loss,nature loss
a23-45773060973636_55-20078772551604,LTU,nature stable,nature stable
a24-78434709277917_55-09666079746874,LTU,nature loss,crop/built stable
a21-73224961099101_56-01488171546225,LTU,nature stable,crop/built stable
a24-17387400050556_55-04068963161301,LTU,buffer nature stable,buffer crop/built stable
a25-49112748797829_54-71672110815,LTU,buffer crop/built stable,buffer crop/built stable
a25-49390373898308_55-16518780123789,LTU,nature stable,nature stable
a23-93604785961372_54-55291698659627,LTU,nature stable,nature stable
a22-03983450424977_55-30522846222699,LTU,crop/built stable,nature stable
a22-25486536382038_56-31427782025467,LTU,buffer nature stable,buffer nature stable
a25-61212886673847_55-52910471409568,LTU,buffer nature stable,buffer crop/built stable
a24-60311404794838_55-65414584099393,LTU,buffer nature stable,buffer nature stable
a24-15970033856967_55-73956629637232,LTU,buffer nature stable,buffer crop/built stable
a25-55967706541865_55-49875664846606,LTU,buffer nature stable,buffer crop/built stable
a25-52034817055952_55-74600091282237,LTU,buffer nature stable,buffer nature stable
a24-29054427449679_55-71415973830443,LTU,buffer nature stable,nature loss
a24-26042216768029_55-78334594367408,LTU,buffer nature stable,buffer nature stable
a23-26760850457545_54-3910990385955,LTU,buffer nature stable,buffer nature stable
a26-43225897368626_55-56372812435986,LTU,buffer nature stable,buffer nature stable
a25-40958063734523_54-64665081290893,LTU,buffer nature stable,buffer nature stable
a25-77375460150723_55-39659061430322,LTU,nature stable,nature stable
a24-17516315157224_54-43659664017792,LTU,buffer nature stable,buffer crop/built stable
a24-88233778350315_54-38670423546052,LTU,buffer nature stable,buffer nature stable
a23-97514650226284_54-56921108195815,LTU,buffer nature stable,buffer nature stable
a23-36845204753491_55-19351911753262,LTU,buffer nature stable,buffer nature stable
a22-3499366233568_55-28955189936314,LTU,buffer nature stable,buffer crop/built stable
a23-76374323145974_54-84666889788553,LTU,buffer nature stable,nature loss
a22-3664142806221_55-28182238438031,LTU,buffer nature stable,buffer nature stable
a22-77947962708976_55-16724140293191,LTU,buffer nature stable,buffer nature stable
a23-70819656680268_55-2284362639,LTU,buffer nature stable,nature loss
a22-40986104120342_55-20630756497204,LTU,buffer nature stable,buffer nature stable
a23-7566603553548_54-94471749138573,LTU,buffer nature stable,buffer nature stable
a23-71268708867849_54-82796450703223,LTU,buffer nature stable,buffer crop/built stable
a22-1268646423666_55-20936579867621,LTU,buffer nature stable,buffer crop/built stable
a21-27478395281766_55-71686412112741,LTU,buffer nature stable,cropland loss
a21-23242647054504_55-6962872767273,LTU,buffer nature stable,buffer nature stable
a21-16710544372461_55-64466650797995,LTU,buffer nature stable,buffer crop/built stable
a21-2412381482649_55-78881392909272,LTU,buffer nature stable,cropland loss
a22-89476138096212_56-30615217539723,LTU,buffer nature stable,buffer nature stable
a23-28312470247905_55-96283607186486,LTU,buffer nature stable,buffer nature stable
a23-30710419163314_55-9798499012259,LTU,buffer nature stable,buffer nature stable
a24-1086239180018_54-82867410993069,LTU,nature stable,nature stable
a23-95056458302441_54-87769603098116,LTU,buffer nature stable,buffer crop/built stable
a24-56979237522211_55-30791976778097,LTU,buffer nature stable,buffer nature stable
a24-75689003779008_55-24761703154966,LTU,buffer nature stable,buffer nature stable
a25-32218261179851_54-82508686119526,LTU,buffer nature stable,buffer crop/built stable
a25-0697723073633_54-74361431378484,LTU,buffer nature stable,buffer nature stable
a24-01217810784126_55-31486597120024,LTU,buffer nature stable,cropland loss
a22-51154529311813_56-17659989495793,LTU,buffer crop/built stable,nature loss
a22-37096167679941_56-16819260514953,LTU,buffer crop/built stable,buffer crop/built stable
a22-42795003591538_56-26294347333074,LTU,buffer crop/built stable,buffer nature stable
a22-44625953708734_56-31627742385443,LTU,buffer crop/built stable,buffer crop/built stable
a22-31862640764571_56-31078967570912,LTU,buffer crop/built stable,buffer crop/built stable
a21-4915620870456_55-96313469092959,LTU,buffer crop/built stable,buffer nature stable
a22-27786160024769_56-01947613700899,LTU,buffer crop/built stable,buffer nature stable
a24-79248300230693_56-20520001753333,LTU,buffer crop/built stable,buffer nature stable
a24-38031321440422_55-69413315803445,LTU,buffer crop/built stable,buffer crop/built stable
a23-39973806239669_54-5767912007942,LTU,buffer crop/built stable,buffer crop/built stable
a26-40700845502178_55-56079448370408,LTU,buffer crop/built stable,buffer crop/built stable
a25-30642398116403_54-60538551873223,LTU,buffer crop/built stable,buffer nature stable
a25-62788846891647_54-97796120731676,LTU,buffer crop/built stable,buffer nature stable
a23-71046853581092_54-09909301123147,LTU,buffer crop/built stable,buffer crop/built stable
a25-15961789049685_54-49826990029955,LTU,buffer crop/built stable,buffer crop/built stable
a23-79865734023664_54-38104478519575,LTU,buffer nature stable,buffer nature stable
a23-57268615357525_55-02133809888173,LTU,buffer crop/built stable,buffer crop/built stable
a23-72575788097393_54-76761545771821,LTU,buffer crop/built stable,buffer crop/built stable
a23-41843985199605_55-32759524869726,LTU,buffer crop/built stable,buffer crop/built stable
a23-17965463519662_55-36213200898454,LTU,buffer crop/built stable,buffer crop/built stable
a22-93924268918825_55-60258233625399,LTU,buffer crop/built stable,buffer crop/built stable
a23-58885226483107_55-17513484773119,LTU,buffer crop/built stable,buffer nature stable
a23-59044804369573_55-58757177569663,LTU,buffer crop/built stable,buffer nature stable
a21-0652722906802_55-87943306477602,LTU,buffer crop/built stable,buffer nature stable
a21-45766107982519_55-3463035982912,LTU,buffer crop/built stable,buffer nature stable
a21-31694985165619_55-76116493418579,LTU,buffer crop/built stable,buffer crop/built stable
a21-17485353415347_55-81885787547517,LTU,buffer crop/built stable,buffer crop/built stable
a21-1944106461244_55-76016737832578,LTU,buffer crop/built stable,nature loss
a23-56959311146819_55-80870667496345,LTU,buffer crop/built stable,buffer crop/built stable
a23-20928273731919_55-88332759260313,LTU,buffer crop/built stable,buffer nature stable
a23-764748898378_55-96507520500997,LTU,buffer crop/built stable,buffer crop/built stable
a23-14571315721621_55-88894874405754,LTU,buffer crop/built stable,buffer crop/built stable
a22-89824087497089_56-30671267080644,LTU,buffer crop/built stable,buffer crop/built stable
a23-85392253053025_54-81311410240514,LTU,buffer crop/built stable,buffer crop/built stable
a24-43234806733849_54-85607796962638,LTU,buffer crop/built stable,buffer crop/built stable
a23-8147612297149_54-88034031956665,LTU,buffer crop/built stable,buffer crop/built stable
a24-95539393351439_54-77039232902371,LTU,buffer crop/built stable,buffer crop/built stable
a24-9231154457475_55-04302713835869,LTU,buffer crop/built stable,buffer crop/built stable
a24-4176785435482_54-80821660289934,LTU,buffer crop/built stable,buffer nature stable
a25-21193237757776_54-79759819738402,LTU,buffer crop/built stable,buffer crop/built stable
a22-1939682513567_55-86650569302189,LTU,crop/built stable,crop/built stable
a21-5701835519204_56-08510999708629,LTU,crop/built stable,crop/built stable
a22-26573351539625_56-22207682818518,LTU,crop/built stable,crop/built stable
a25-10467526844092_55-86156103462495,LTU,crop/built stable,crop/built stable
a24-3322213366581_56-18884855069157,LTU,crop/built stable,crop/built stable
a24-58021976640797_56-26948138184589,LTU,crop/built stable,crop/built stable
a24-5959700843615_56-03244268830009,LTU,crop/built stable,crop/built stable
a24-38528490629896_56-18623596487643,LTU,crop/built stable,crop/built stable
a24-51714534795019_56-21013683886653,LTU,crop/built stable,crop/built stable
a23-00049870437276_54-74961380454269,LTU,crop/built stable,crop/built stable
a23-10779638786026_54-57897630156886,LTU,crop/built stable,crop/built stable
a25-38285516965517_54-80798656927583,LTU,crop/built stable,crop/built stable
a24-72168117399348_54-43828934518178,LTU,crop/built stable,crop/built stable
a23-80239699036206_54-44317542910694,LTU,crop/built stable,crop/built stable
a23-68126552673998_54-38856224221721,LTU,crop/built stable,crop/built stable
a23-12629399813887_55-62678691214259,LTU,crop/built stable,crop/built stable
a23-03029148766545_55-63093266361624,LTU,crop/built stable,crop/built stable
